일련번호,지역,업력,대출년도,대출금액(백만원),업종
1695,전남,7년미만,2021,200,
1696,대구,15년미만,2021,50,
1697,대전,20년이상,2021,300,
1698,경남,3년미만,2021,50,
1699,경남,15년미만,2021,100,
1700,전남,7년미만,2021,150,
1701,울산,20년이상,2021,200,
1702,울산,20년미만,2021,300,
1703,경기,10년미만,2021,50,
1704,대구,7년미만,2021,150,
1705,울산,5년미만,2021,100,
1706,광주,3년미만,2021,150,
1707,대구,20년이상,2021,150,
1708,경기,10년미만,2021,50,
1709,경남,20년미만,2021,100,
1710,대구,15년미만,2021,100,
1711,서울,3년미만,2021,100,
1712,대구,1년미만,2021,200,
1713,서울,15년미만,2021,50,
1714,경북,7년미만,2021,300,
1715,경북,20년미만,2021,200,
1716,경기,5년미만,2021,150,
1717,서울,7년미만,2021,300,
1718,충남,15년미만,2021,300,
1719,충남,10년미만,2021,100,
1720,경북,10년미만,2021,150,
1721,서울,7년미만,2021,200,
1722,부산,5년미만,2021,100,
1723,광주,20년미만,2021,300,
1724,강원,7년미만,2021,200,
1725,충북,7년미만,2021,70,
1726,경기,10년미만,2021,100,
1727,울산,20년이상,2021,200,
1728,부산,15년미만,2021,300,
1729,충북,10년미만,2021,80,
1730,부산,7년미만,2021,300,
1731,충남,5년미만,2021,150,
1732,대구,20년이상,2021,150,
1733,광주,3년미만,2021,100,
1734,경기,3년미만,2021,50,
1735,경기,20년미만,2021,50,
1736,대구,20년미만,2021,150,
1737,부산,15년미만,2021,200,
1738,경남,20년이상,2021,50,
1739,광주,15년미만,2021,200,
1740,제주,15년미만,2021,200,
1741,경기,3년미만,2021,50,
1742,대구,10년미만,2021,100,
1743,대구,20년미만,2021,100,
1744,경기,15년미만,2021,50,
1745,경기,7년미만,2021,100,
1746,경기,20년이상,2021,100,
1747,충남,20년이상,2021,200,
1748,충남,7년미만,2021,300,
1749,경남,5년미만,2021,200,
1750,인천,5년미만,2021,100,
1751,경기,20년이상,2021,500,
1752,충남,5년미만,2021,100,
1753,충남,20년이상,2021,300,
1754,대구,3년미만,2021,50,
1755,대구,7년미만,2021,100,
1756,충북,20년미만,2021,270,
1757,부산,3년미만,2021,50,
1758,경남,20년미만,2021,200,
1759,충북,20년미만,2021,200,
1760,경기,7년미만,2021,150,
1761,충남,7년미만,2021,150,
1762,경기,10년미만,2021,80,
1763,충남,20년미만,2021,100,
1764,경남,10년미만,2021,50,
1765,경남,3년미만,2021,200,
1766,경기,7년미만,2021,50,
1767,충남,3년미만,2021,300,
1768,경북,20년미만,2021,300,
1769,대구,20년미만,2021,150,
1770,경기,15년미만,2021,50,
1771,경기,20년이상,2021,100,
1772,충남,20년미만,2021,200,
1773,광주,20년이상,2021,500,
1774,광주,10년미만,2021,30,
1775,전북,5년미만,2021,200,
1776,경기,10년미만,2021,500,
1777,경기,3년미만,2021,100,
1778,경기,3년미만,2021,50,
1779,서울,7년미만,2021,300,
1780,부산,20년이상,2021,200,
1781,경기,3년미만,2021,100,
1782,전북,5년미만,2021,100,
1783,전북,15년미만,2021,90,
1784,서울,7년미만,2021,200,
1785,부산,15년미만,2021,50,
1786,강원,20년미만,2021,250,
1787,경기,7년미만,2021,50,
1788,경기,20년미만,2021,250,
1789,경북,15년미만,2021,100,
1790,경북,15년미만,2021,200,
1791,인천,3년미만,2021,50,
1792,경기,3년미만,2021,150,
1793,경남,20년미만,2021,50,
1794,경남,15년미만,2021,300,
1795,경남,7년미만,2021,100,
1796,경기,5년미만,2021,100,
1797,경북,10년미만,2021,100,
1798,경남,10년미만,2021,100,
1799,대전,3년미만,2021,100,
1800,경기,5년미만,2021,50,
1801,경기,20년미만,2021,100,
1802,경남,10년미만,2021,150,
1803,충남,10년미만,2021,200,
1804,대구,7년미만,2021,200,
1805,충북,10년미만,2021,200,
1806,광주,15년미만,2021,300,
1807,경북,7년미만,2021,200,
1808,전북,10년미만,2021,100,
1809,부산,15년미만,2021,300,
1810,울산,20년이상,2021,100,
1811,경남,7년미만,2021,50,
1812,울산,10년미만,2021,100,
1813,전남,20년미만,2021,100,
1814,경기,7년미만,2021,100,
1815,경기,10년미만,2021,150,
1816,부산,10년미만,2021,300,
1817,부산,20년이상,2021,50,
1818,전남,10년미만,2021,100,
1819,강원,3년미만,2021,300,
1820,서울,1년미만,2021,100,
1821,전남,3년미만,2021,100,
1822,경기,20년이상,2021,80,
1823,경기,20년미만,2021,100,
1824,서울,20년미만,2021,100,
1825,인천,10년미만,2021,250,
1826,경기,3년미만,2021,100,
1827,서울,15년미만,2021,150,
1828,경남,3년미만,2021,200,
1829,전북,20년미만,2021,200,
1830,경남,7년미만,2021,50,
1831,경남,5년미만,2021,50,
1832,충북,10년미만,2021,250,
1833,경기,10년미만,2021,300,
1834,울산,20년이상,2021,100,
1835,서울,10년미만,2021,200,
1836,전남,15년미만,2021,150,
1837,서울,7년미만,2021,100,
1838,충북,3년미만,2021,200,
1839,인천,20년미만,2021,500,
1840,광주,5년미만,2021,100,
1841,경남,3년미만,2021,100,
1842,경남,20년이상,2021,200,
1843,강원,10년미만,2021,200,
1844,서울,3년미만,2021,100,
1845,경기,3년미만,2021,200,
1846,경기,15년미만,2021,50,
1847,경기,5년미만,2021,200,
1848,경기,10년미만,2021,200,
1849,경기,3년미만,2021,100,
1850,경기,5년미만,2021,100,
1851,경기,15년미만,2021,100,
1852,경남,3년미만,2021,50,
1853,인천,3년미만,2021,100,
1854,경기,15년미만,2021,100,
1855,인천,7년미만,2021,300,
1856,경기,3년미만,2021,100,
1857,부산,20년이상,2021,100,
1858,경기,7년미만,2021,50,
1859,서울,3년미만,2021,100,
1860,대전,10년미만,2021,50,
1861,경기,10년미만,2021,200,
1862,경기,1년미만,2021,100,
1863,경기,20년미만,2021,250,
1864,경기,15년미만,2021,100,
1865,광주,20년이상,2021,200,
1866,충남,7년미만,2021,100,
1867,광주,10년미만,2021,200,
1868,충남,7년미만,2021,100,
1869,경남,5년미만,2021,50,
1870,경기,7년미만,2021,50,
1871,전남,7년미만,2021,50,
1872,경북,3년미만,2021,200,
1873,충북,5년미만,2021,150,
1874,서울,20년미만,2021,100,
1875,경남,3년미만,2021,100,
1876,부산,3년미만,2021,50,
1877,광주,10년미만,2021,100,
1878,서울,15년미만,2021,100,
1879,경남,15년미만,2021,70,
1880,충북,20년미만,2021,200,
1881,서울,10년미만,2021,100,
1882,광주,15년미만,2021,200,
1883,대구,10년미만,2021,150,
1884,인천,20년미만,2021,500,
1885,경북,10년미만,2021,100,
1886,경기,15년미만,2021,100,
1887,인천,3년미만,2021,100,
1888,인천,20년이상,2021,300,
1889,경남,20년이상,2021,200,
1890,인천,20년이상,2021,200,
1891,인천,15년미만,2021,200,
1892,서울,7년미만,2021,300,
1893,서울,3년미만,2021,100,
1894,서울,5년미만,2021,500,
1895,경기,5년미만,2021,150,
1896,경북,15년미만,2021,200,
1897,경기,20년이상,2021,150,
1898,경기,20년미만,2021,100,
1899,서울,7년미만,2021,50,
1900,서울,3년미만,2021,100,
1901,서울,10년미만,2021,150,
1902,서울,20년이상,2021,50,
1903,서울,5년미만,2021,200,
1904,경북,15년미만,2021,200,
1905,인천,5년미만,2021,150,
1906,강원,10년미만,2021,200,
1907,서울,5년미만,2021,150,
1908,부산,10년미만,2021,200,
1909,충북,7년미만,2021,300,
1910,서울,10년미만,2021,200,
1911,부산,1년미만,2021,500,
1912,경기,7년미만,2021,150,
1913,경기,10년미만,2021,50,
1914,전북,7년미만,2021,200,
1915,부산,20년이상,2021,50,
1916,경북,15년미만,2021,200,
1917,경기,5년미만,2021,100,
1918,경기,10년미만,2021,150,
1919,대구,10년미만,2021,100,
1920,경기,10년미만,2021,300,
1921,전북,20년이상,2021,100,
1922,서울,10년미만,2021,200,
1923,대구,5년미만,2021,300,
1924,대구,7년미만,2021,200,
1925,충북,10년미만,2021,100,
1926,경기,5년미만,2021,150,
1927,경기,7년미만,2021,100,
1928,충북,7년미만,2021,400,
1929,울산,20년이상,2021,300,
1930,인천,20년미만,2021,50,
1931,경기,5년미만,2021,100,
1932,인천,5년미만,2021,80,
1933,경기,10년미만,2021,100,
1934,울산,15년미만,2021,300,
1935,경북,5년미만,2021,200,
1936,경남,15년미만,2021,150,
1937,제주,10년미만,2021,100,
1938,광주,3년미만,2021,50,
1939,강원,10년미만,2021,100,
1940,경북,5년미만,2021,100,
1941,전남,20년미만,2021,100,
1942,충북,5년미만,2021,150,
1943,경남,15년미만,2021,200,
1944,경남,7년미만,2021,100,
1945,부산,5년미만,2021,200,
1946,경남,10년미만,2021,50,
1947,경남,10년미만,2021,150,
1948,광주,15년미만,2021,300,
1949,서울,3년미만,2021,200,
1950,경기,7년미만,2021,100,
1951,경남,15년미만,2021,50,
1952,인천,20년미만,2021,200,
1953,경남,20년이상,2021,50,
1954,경북,15년미만,2021,300,
1955,전남,20년이상,2021,300,
1956,대구,20년미만,2021,150,
1957,경기,3년미만,2021,200,
1958,전남,7년미만,2021,100,
1959,경남,15년미만,2021,50,
1960,경북,20년이상,2021,300,
1961,광주,5년미만,2021,100,
1962,서울,20년미만,2021,300,
1963,충남,5년미만,2021,100,
1964,서울,10년미만,2021,100,
1965,서울,7년미만,2021,300,
1966,경기,10년미만,2021,300,
1967,서울,10년미만,2021,100,
1968,경기,5년미만,2021,150,
1969,경북,7년미만,2021,120,
1970,경기,15년미만,2021,120,
1971,서울,10년미만,2021,100,
1972,경기,15년미만,2021,100,
1973,서울,7년미만,2021,150,
1974,경남,15년미만,2021,100,
1975,서울,5년미만,2021,200,
1976,경기,5년미만,2021,50,
1977,서울,7년미만,2021,150,
1978,경기,20년이상,2021,100,
1979,경기,10년미만,2021,100,
1980,경기,5년미만,2021,100,
1981,인천,10년미만,2021,150,
1982,서울,15년미만,2021,100,
1983,부산,20년이상,2021,100,
1984,울산,20년이상,2021,150,
1985,경남,7년미만,2021,200,
1986,경남,20년이상,2021,30,
1987,전북,5년미만,2021,300,
1988,서울,3년미만,2021,100,
1989,경남,15년미만,2021,300,
1990,경기,7년미만,2021,200,
1991,전북,15년미만,2021,200,
1992,경기,5년미만,2021,50,
1993,경기,10년미만,2021,150,
1994,경남,5년미만,2021,70,
1995,경북,5년미만,2021,100,
1996,경남,5년미만,2021,70,
1997,경기,3년미만,2021,50,
1998,경기,7년미만,2021,50,
1999,인천,3년미만,2021,100,
2000,충남,3년미만,2021,200,
2001,인천,5년미만,2021,100,
2002,경기,3년미만,2021,300,
2003,경기,15년미만,2021,250,
2004,서울,7년미만,2021,150,
2005,경남,15년미만,2021,200,
2006,경기,5년미만,2021,300,
2007,경기,3년미만,2021,80,
2008,대전,20년이상,2021,200,
2009,경기,20년미만,2021,300,
2010,경기,20년이상,2021,200,
2011,서울,10년미만,2021,150,
2012,경기,20년이상,2021,200,
2013,서울,5년미만,2021,300,
2014,인천,3년미만,2021,150,
2015,경기,15년미만,2021,150,
2016,경기,10년미만,2021,100,
2017,경북,20년이상,2021,300,
2018,경기,5년미만,2021,80,
2019,강원,7년미만,2021,100,
2020,경북,10년미만,2021,120,
2021,경기,3년미만,2021,100,
2022,서울,7년미만,2021,200,
2023,서울,10년미만,2021,100,
2024,서울,10년미만,2021,100,
2025,경남,7년미만,2021,150,
2026,경기,20년미만,2021,200,
2027,경남,20년이상,2021,100,
2028,대구,15년미만,2021,300,
2029,경북,5년미만,2021,300,
2030,경기,20년미만,2021,100,
2031,경남,15년미만,2021,200,
2032,경남,7년미만,2021,150,
2033,경기,15년미만,2021,50,
2034,경기,20년미만,2021,150,
2035,전북,20년미만,2021,50,
2036,경기,20년이상,2021,100,
2037,전남,20년이상,2021,200,
2038,경기,20년미만,2021,150,
2039,대구,20년미만,2021,300,
2040,경북,3년미만,2021,200,
2041,부산,20년미만,2021,150,
2042,전북,20년미만,2021,300,
2043,서울,5년미만,2021,200,
2044,서울,3년미만,2021,50,
2045,전북,7년미만,2021,150,
2046,전남,15년미만,2021,200,
2047,서울,10년미만,2021,100,
2048,경기,3년미만,2021,100,
2049,경기,10년미만,2021,100,
2050,경남,10년미만,2021,150,
2051,전남,20년이상,2021,200,
2052,경북,20년이상,2021,100,
2053,경기,20년미만,2021,150,
2054,강원,7년미만,2021,200,
2055,경기,5년미만,2021,150,
2056,경기,20년미만,2021,100,
2057,서울,10년미만,2021,100,
2058,전남,7년미만,2021,200,
2059,인천,7년미만,2021,10,
2060,대전,5년미만,2021,150,
2061,전남,3년미만,2021,200,
2062,경기,10년미만,2021,50,
2063,제주,3년미만,2021,100,
2064,경북,15년미만,2021,100,
2065,전남,7년미만,2021,200,
2066,부산,15년미만,2021,100,
2067,부산,3년미만,2021,200,
2068,전북,20년이상,2021,200,
2069,경남,7년미만,2021,100,
2070,부산,10년미만,2021,200,
2071,경기,10년미만,2021,80,
2072,부산,5년미만,2021,100,
2073,경기,20년이상,2021,200,
2074,부산,10년미만,2021,50,
2075,부산,7년미만,2021,100,
2076,부산,15년미만,2021,150,
2077,서울,10년미만,2021,150,
2078,강원,20년이상,2021,100,
2079,서울,5년미만,2021,80,
2080,경남,10년미만,2021,50,
2081,부산,15년미만,2021,200,
2082,경남,10년미만,2021,70,
2083,부산,20년미만,2021,100,
2084,충남,10년미만,2021,200,
2085,충남,5년미만,2021,50,
2086,인천,3년미만,2021,80,
2087,경남,15년미만,2021,50,
2088,울산,15년미만,2021,200,
2089,경북,3년미만,2021,200,
2090,경기,20년이상,2021,500,
2091,경남,20년미만,2021,150,
2092,울산,5년미만,2021,250,
2093,경북,20년이상,2021,200,
2094,경북,20년미만,2021,100,
2095,경기,10년미만,2021,200,
2096,충남,7년미만,2021,150,
2097,경남,10년미만,2021,100,
2098,전남,10년미만,2021,200,
2099,전남,20년미만,2021,300,
2100,대구,3년미만,2021,100,
2101,경기,20년미만,2021,150,
2102,경기,20년이상,2021,300,
2103,경기,15년미만,2021,50,
2104,경남,5년미만,2021,50,
2105,경기,5년미만,2021,200,
2106,강원,7년미만,2021,100,
2107,강원,10년미만,2021,200,
2108,경기,5년미만,2021,200,
2109,충남,7년미만,2021,100,
2110,경기,15년미만,2021,100,
2111,광주,3년미만,2021,150,
2112,대구,10년미만,2021,100,
2113,서울,10년미만,2021,100,
2114,서울,20년미만,2021,100,
2115,서울,20년미만,2021,70,
2116,경기,10년미만,2021,200,
2117,경기,15년미만,2021,100,
2118,경기,7년미만,2021,100,
2119,서울,5년미만,2021,200,
2120,서울,15년미만,2021,150,
2121,경남,20년이상,2021,100,
2122,광주,7년미만,2021,30,
2123,서울,15년미만,2021,50,
2124,서울,7년미만,2021,100,
2125,울산,20년미만,2021,300,
2126,경남,5년미만,2021,100,
2127,서울,7년미만,2021,70,
2128,서울,15년미만,2021,150,
2129,인천,10년미만,2021,100,
2130,경북,10년미만,2021,200,
2131,서울,5년미만,2021,100,
2132,경북,15년미만,2021,200,
2133,인천,15년미만,2021,100,
2134,서울,15년미만,2021,150,
2135,서울,15년미만,2021,100,
2136,경기,7년미만,2021,50,
2137,경북,7년미만,2021,70,
2138,제주,7년미만,2021,300,
2139,서울,20년이상,2021,100,
2140,서울,3년미만,2021,200,
2141,경북,3년미만,2021,50,
2142,강원,1년미만,2021,70,
2143,부산,15년미만,2021,100,
2144,경남,3년미만,2021,100,
2145,경남,15년미만,2021,100,
2146,경북,7년미만,2021,300,
2147,충남,15년미만,2021,300,
2148,경북,1년미만,2021,100,
2149,충북,5년미만,2021,200,
2150,부산,5년미만,2021,50,
2151,서울,20년미만,2021,100,
2152,경북,20년이상,2021,100,
2153,서울,3년미만,2021,100,
2154,서울,7년미만,2021,300,
2155,경기,20년이상,2021,100,
2156,서울,5년미만,2021,100,
2157,경남,3년미만,2021,150,
2158,경기,15년미만,2021,100,
2159,경기,20년이상,2021,50,
2160,경기,20년미만,2021,50,
2161,강원,10년미만,2021,300,
2162,부산,5년미만,2021,150,
2163,부산,10년미만,2021,150,
2164,서울,5년미만,2021,100,
2165,서울,15년미만,2021,150,
2166,경기,7년미만,2021,500,
2167,서울,15년미만,2021,200,
2168,충북,20년미만,2021,500,
2169,경기,20년이상,2021,200,
2170,경기,10년미만,2021,200,
2171,서울,10년미만,2021,200,
2172,강원,15년미만,2021,150,
2173,충북,10년미만,2021,500,
2174,인천,20년이상,2021,150,
2175,경기,3년미만,2021,80,
2176,인천,20년미만,2021,100,
2177,울산,20년미만,2021,300,
2178,부산,10년미만,2021,50,
2179,서울,5년미만,2021,150,
2180,인천,15년미만,2021,50,
2181,인천,7년미만,2021,30,
2182,부산,10년미만,2021,200,
2183,경기,20년미만,2021,100,
2184,서울,20년미만,2021,50,
2185,경기,5년미만,2021,80,
2186,충북,7년미만,2021,50,
2187,경기,10년미만,2021,100,
2188,전남,7년미만,2021,300,
2189,충북,7년미만,2021,300,
2190,경기,7년미만,2021,100,
2191,경기,3년미만,2021,150,
2192,서울,20년이상,2021,150,
2193,경기,20년이상,2021,50,
2194,울산,3년미만,2021,100,
2195,전남,15년미만,2021,100,
2196,서울,15년미만,2021,80,
2197,광주,3년미만,2021,100,
2198,전남,3년미만,2021,100,
2199,경북,3년미만,2021,120,
2200,인천,20년미만,2021,100,
2201,서울,5년미만,2021,50,
2202,서울,5년미만,2021,80,
2203,대전,3년미만,2021,50,
2204,경북,20년이상,2021,70,
2205,경기,10년미만,2021,50,
2206,경기,10년미만,2021,200,
2207,경북,10년미만,2021,50,
2208,경기,15년미만,2021,150,
2209,경남,10년미만,2021,200,
2210,전북,15년미만,2021,500,
2211,울산,15년미만,2021,300,
2212,서울,20년이상,2021,100,
2213,경북,20년미만,2021,150,
2214,강원,15년미만,2021,70,
2215,충북,3년미만,2021,200,
2216,제주,5년미만,2021,100,
2217,울산,15년미만,2021,200,
2218,경북,10년미만,2021,100,
2219,울산,20년이상,2021,200,
2220,경북,5년미만,2021,100,
2221,충남,10년미만,2021,100,
2222,충남,15년미만,2021,100,
2223,인천,7년미만,2021,150,
2224,경기,20년이상,2021,100,
2225,서울,5년미만,2021,100,
2226,서울,3년미만,2021,200,
2227,경기,3년미만,2021,100,
2228,경기,3년미만,2021,100,
2229,경기,7년미만,2021,80,
2230,광주,7년미만,2021,100,
2231,광주,3년미만,2021,50,
2232,경기,15년미만,2021,100,
2233,경기,20년이상,2021,90,
2234,경기,3년미만,2021,100,
2235,서울,10년미만,2021,200,
2236,경기,5년미만,2021,50,
2237,전남,15년미만,2021,200,
2238,서울,5년미만,2021,150,
2239,전남,20년이상,2021,150,
2240,울산,5년미만,2021,200,
2241,경기,20년미만,2021,200,
2242,전남,5년미만,2021,150,
2243,부산,7년미만,2021,100,
2244,울산,15년미만,2021,50,
2245,전남,10년미만,2021,100,
2246,대전,3년미만,2021,150,
2247,경기,3년미만,2021,500,
2248,경북,15년미만,2021,100,
2249,충남,7년미만,2021,100,
2250,경남,7년미만,2021,100,
2251,전남,3년미만,2021,100,
2252,대구,20년이상,2021,200,
2253,서울,15년미만,2021,100,
2254,경남,3년미만,2021,100,
2255,대구,3년미만,2021,100,
2256,충남,15년미만,2021,1000,
2257,제주,15년미만,2021,100,
2258,경남,7년미만,2021,200,
2259,대구,20년이상,2021,150,
2260,인천,20년이상,2021,200,
2261,충남,10년미만,2021,100,
2262,서울,3년미만,2021,150,
2263,경기,7년미만,2021,50,
2264,제주,20년이상,2021,100,
2265,서울,5년미만,2021,100,
2266,전북,10년미만,2021,250,
2267,경북,10년미만,2021,100,
2268,광주,15년미만,2021,50,
2269,서울,5년미만,2021,200,
2270,강원,10년미만,2021,200,
2271,경북,3년미만,2021,300,
2272,서울,20년이상,2021,100,
2273,대구,20년미만,2021,50,
2274,서울,3년미만,2021,100,
2275,대구,20년이상,2021,200,
2276,충북,20년이상,2021,270,
2277,인천,20년이상,2021,200,
2278,경북,10년미만,2021,150,
2279,전남,15년미만,2021,300,
2280,서울,20년이상,2021,80,
2281,서울,20년미만,2021,100,
2282,경기,7년미만,2021,100,
2283,경기,5년미만,2021,100,
2284,경기,3년미만,2021,50,
2285,경북,7년미만,2021,120,
2286,부산,3년미만,2021,100,
2287,충북,15년미만,2021,100,
2288,경기,20년이상,2021,50,
2289,서울,3년미만,2021,50,
2290,경기,20년미만,2021,200,
2291,대구,20년이상,2021,150,
2292,광주,7년미만,2021,150,
2293,경기,7년미만,2021,50,
2294,광주,10년미만,2021,50,
2295,경남,7년미만,2021,100,
2296,전남,10년미만,2021,200,
2297,경남,15년미만,2021,50,
2298,대구,20년이상,2021,200,
2299,대구,15년미만,2021,100,
2300,대구,5년미만,2021,150,
2301,강원,7년미만,2021,360,
2302,대구,10년미만,2021,100,
2303,서울,3년미만,2021,100,
2304,대구,7년미만,2021,200,
2305,대구,10년미만,2021,200,
2306,충남,10년미만,2021,80,
2307,강원,15년미만,2021,100,
2308,경기,5년미만,2021,50,
2309,경북,7년미만,2021,100,
2310,경북,20년미만,2021,150,
2311,대구,7년미만,2021,200,
2312,경기,20년이상,2021,200,
2313,경기,15년미만,2021,70,
2314,대전,10년미만,2021,450,
2315,인천,7년미만,2021,100,
2316,강원,3년미만,2021,200,
2317,경기,5년미만,2021,100,
2318,대구,20년이상,2021,200,
2319,제주,20년미만,2021,200,
2320,경북,3년미만,2021,120,
2321,경기,3년미만,2021,100,
2322,강원,20년이상,2021,200,
2323,경북,15년미만,2021,150,
2324,경남,20년미만,2021,100,
2325,경북,20년이상,2021,200,
2326,경북,10년미만,2021,200,
2327,경남,20년미만,2021,70,
2328,경북,7년미만,2021,100,
2329,경기,15년미만,2021,100,
2330,경기,20년이상,2021,300,
2331,광주,20년미만,2021,80,
2332,강원,7년미만,2021,200,
2333,전남,7년미만,2021,100,
2334,경북,5년미만,2021,100,
2335,전북,15년미만,2021,100,
2336,광주,15년미만,2021,150,
2337,대구,10년미만,2021,100,
2338,경기,15년미만,2021,100,
2339,경남,10년미만,2021,50,
2340,강원,3년미만,2021,100,
2341,충남,15년미만,2021,120,
2342,광주,10년미만,2021,300,
2343,전남,20년미만,2021,300,
2344,전북,3년미만,2021,150,
2345,울산,7년미만,2021,200,
2346,경남,7년미만,2021,100,
2347,서울,10년미만,2021,300,
2348,경남,20년미만,2021,150,
2349,경기,20년이상,2021,100,
2350,광주,10년미만,2021,100,
2351,서울,5년미만,2021,100,
2352,충북,20년이상,2021,100,
2353,경기,20년미만,2021,100,
2354,전북,15년미만,2021,50,
2355,전북,20년미만,2021,200,
2356,광주,10년미만,2021,500,
2357,부산,10년미만,2021,100,
2358,부산,20년미만,2021,200,
2359,서울,7년미만,2021,100,
2360,서울,1년미만,2021,80,
2361,경남,10년미만,2021,200,
2362,경기,20년미만,2021,100,
2363,대전,20년미만,2021,200,
2364,부산,10년미만,2021,50,
2365,전남,3년미만,2021,100,
2366,경기,15년미만,2021,100,
2367,경남,3년미만,2021,100,
2368,경남,20년이상,2021,100,
2369,부산,5년미만,2021,200,
2370,부산,7년미만,2021,200,
2371,부산,20년이상,2021,50,
2372,경기,5년미만,2021,200,
2373,울산,10년미만,2021,100,
2374,서울,3년미만,2021,50,
2375,울산,7년미만,2021,150,
2376,서울,3년미만,2021,150,
2377,충북,10년미만,2021,100,
2378,서울,10년미만,2021,100,
2379,인천,15년미만,2021,50,
2380,인천,10년미만,2021,100,
2381,서울,15년미만,2021,100,
2382,서울,10년미만,2021,100,
2383,경기,3년미만,2021,100,
2384,경기,3년미만,2021,100,
2385,인천,5년미만,2021,50,
2386,서울,10년미만,2021,100,
2387,대구,10년미만,2021,50,
2388,경기,10년미만,2021,100,
2389,경기,5년미만,2021,50,
2390,경기,15년미만,2021,200,
2391,경기,5년미만,2021,50,
2392,부산,15년미만,2021,70,
2393,충남,5년미만,2021,50,
2394,경기,3년미만,2021,50,
2395,경기,20년미만,2021,70,
2396,부산,20년이상,2021,100,
2397,전북,15년미만,2021,300,
2398,인천,5년미만,2021,50,
2399,강원,15년미만,2021,200,
2400,경기,20년이상,2021,100,
2401,인천,7년미만,2021,50,
2402,서울,15년미만,2021,100,
2403,경기,15년미만,2021,150,
2404,경기,5년미만,2021,80,
2405,서울,20년미만,2021,150,
2406,울산,7년미만,2021,200,
2407,서울,3년미만,2021,200,
2408,울산,15년미만,2021,150,
2409,충북,3년미만,2021,200,
2410,경기,20년미만,2021,100,
2411,경북,15년미만,2021,500,
2412,경남,3년미만,2021,150,
2413,서울,3년미만,2021,150,
2414,서울,10년미만,2021,150,
2415,경남,10년미만,2021,120,
2416,충북,15년미만,2021,300,
2417,서울,3년미만,2021,100,
2418,전북,3년미만,2021,100,
2419,울산,20년이상,2021,300,
2420,충남,10년미만,2021,150,
2421,울산,10년미만,2021,200,
2422,충북,20년미만,2021,200,
2423,경기,7년미만,2021,50,
2424,경기,5년미만,2021,100,
2425,전북,3년미만,2021,100,
2426,경북,5년미만,2021,50,
2427,전북,20년미만,2021,150,
2428,전북,20년이상,2021,500,
2429,서울,10년미만,2021,200,
2430,전남,5년미만,2021,200,
2431,인천,7년미만,2021,150,
2432,서울,15년미만,2021,100,
2433,부산,7년미만,2021,150,
2434,경기,10년미만,2021,50,
2435,서울,10년미만,2021,100,
2436,서울,10년미만,2021,100,
2437,부산,5년미만,2021,100,
2438,경기,15년미만,2021,50,
2439,경북,20년이상,2021,500,
2440,울산,3년미만,2021,150,
2441,울산,20년이상,2021,100,
2442,인천,5년미만,2021,300,
2443,서울,7년미만,2021,200,
2444,광주,15년미만,2021,100,
2445,경북,20년미만,2021,500,
2446,울산,20년미만,2021,50,
2447,인천,15년미만,2021,100,
2448,서울,3년미만,2021,100,
2449,부산,10년미만,2021,100,
2450,부산,10년미만,2021,200,
2451,경기,3년미만,2021,100,
2452,부산,20년이상,2021,100,
2453,경기,5년미만,2021,200,
2454,서울,7년미만,2021,100,
2455,서울,5년미만,2021,50,
2456,인천,7년미만,2021,100,
2457,경북,5년미만,2021,150,
2458,경기,20년이상,2021,500,
2459,대구,20년미만,2021,200,
2460,부산,20년미만,2021,50,
2461,충남,20년미만,2021,100,
2462,제주,7년미만,2021,150,
2463,경남,15년미만,2021,100,
2464,부산,5년미만,2021,200,
2465,서울,5년미만,2021,80,
2466,울산,5년미만,2021,200,
2467,경북,10년미만,2021,200,
2468,충남,15년미만,2021,200,
2469,울산,3년미만,2021,250,
2470,충남,5년미만,2021,80,
2471,광주,15년미만,2021,150,
2472,광주,20년이상,2021,200,
2473,부산,7년미만,2021,70,
2474,서울,20년이상,2021,100,
2475,전남,20년이상,2021,150,
2476,경남,5년미만,2021,100,
2477,경기,15년미만,2021,150,
2478,부산,20년미만,2021,150,
2479,서울,1년미만,2021,200,
2480,대전,20년미만,2021,500,
2481,인천,20년미만,2021,500,
2482,경기,20년미만,2021,100,
2483,경기,5년미만,2021,100,
2484,서울,10년미만,2021,100,
2485,인천,15년미만,2021,50,
2486,경남,20년이상,2021,200,
2487,광주,15년미만,2021,50,
2488,울산,3년미만,2021,150,
2489,충북,5년미만,2021,200,
2490,울산,3년미만,2021,200,
2491,울산,20년이상,2021,200,
2492,경남,7년미만,2021,100,
2493,제주,3년미만,2021,100,
2494,경기,10년미만,2021,100,
2495,울산,15년미만,2021,150,
2496,대전,10년미만,2021,200,
2497,경기,3년미만,2021,100,
2498,광주,10년미만,2021,100,
2499,전남,15년미만,2021,50,
2500,경남,10년미만,2021,50,
2501,경기,5년미만,2021,80,
2502,경북,15년미만,2021,150,
2503,서울,10년미만,2021,100,
2504,경기,5년미만,2021,100,
2505,경북,3년미만,2021,100,
2506,경기,5년미만,2021,100,
2507,경남,20년미만,2021,100,
2508,전북,7년미만,2021,300,
2509,서울,5년미만,2021,50,
2510,경기,3년미만,2021,200,
2511,전북,20년미만,2021,300,
2512,대전,15년미만,2021,200,
2513,전북,5년미만,2021,200,
2514,전북,15년미만,2021,200,
2515,전북,20년이상,2021,300,
